CNES;Latitude_Nova;Longitude_Nova;Endereco_Google;Qualidade_Busca
5375622;-20.367045;-40.301771;Rod. do Sol, Km 01 - Praia de Itaparica, Vila Velha - ES, 29102-025, Brazil;ROOFTOP
5375797;-22.7428382;-42.7837255;R. Flor de Maio - Duques, Tanguá - RJ, 24890-000, Brazil;GEOMETRIC_CENTER
5376734;-22.8966195;-43.1223957;R. Alm. Tefé, 645 - Centro, Niterói - RJ, 24030-085, Brazil;ROOFTOP
5377161;-16.5814657;-41.40592640000001;BR-367, Km 57, Porto Seguro - BA, 45810-000, Brazil;ROOFTOP
5377617;-23.1830696;-46.8906683;R. Anchieta, 586 - Chácara Urbana, Jundiaí - SP, 13201-804, Brazil;ROOFTOP
5378044;-9.8824088;-56.0863217;Av. Ludovico da Riva Neto, 1988 - St. F, Alta Floresta - MT, 78580-000, Brazil;ROOFTOP
5378567;-32.0316643;-52.0933541;R. Gen. Bacelar, 256 - Centro, Rio Grande - RS, 96200-370, Brazil;ROOFTOP
5378575;-32.0316294;-52.0991813;R. Gen. Bacelar, 509 - Centro, Rio Grande - RS, 96200-370, Brazil;ROOFTOP
5378680;-29.8185724;-51.149027;R. São Jorge, 96 - São José, Sapucaia do Sul - RS, 93218-410, Brazil;ROOFTOP
5380162;-23.5032823;-46.6273904;R. Salete, 83 - Santana, São Paulo - SP, 02016-000, Brazil;ROOFTOP
5380227;-22.9694671;-43.1844905;Rua Siqueira Campos, 43 - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil;ROOFTOP
5380405;-22.9079329;-43.1741769;R. Debret, 23 - Centro, Rio de Janeiro - RJ, 20030-080, Brazil;ROOFTOP
5380413;-22.9686503;-43.1854235;Edifício Mercúrio - R. Barata Ribeiro, 391 - Sala 909 - Copacabana, Rio de Janeiro - RJ, 22040-001, Brazil;ROOFTOP
5380472;-15.3093632;-49.5959381;Av. Brasil, 422 - Centro, Ceres - GO, 76300-000, Brazil;ROOFTOP
5380847;-23.5308757;-47.4670642;Infinitty Office - R. Octaviano Gozzano, 216 - sala 102 - Parque Campolim, Sorocaba - SP, 18048-100, Brazil;ROOFTOP
5381029;-22.8697615;-43.340762;R. Antônio de Abreu, 80 - Madureira, Rio de Janeiro - RJ, 21351-130, Brazil;ROOFTOP
5381754;-23.5627839;-46.6919999;R. Álvaro Anes, 11 - Pinheiros, São Paulo - SP, 05421-010, Brazil;ROOFTOP
5382637;-21.4180381;-50.0722027;R. 15 de Novembro, 408 - Centro, Penápolis - SP, 16300-061, Brazil;ROOFTOP
5383846;-22.8955906;-43.1208496;R. Dr. Borman, 23 - Centro, Niterói - RJ, 24020-320, Brazil;ROOFTOP
5384133;-30.0713259;-51.10630039999999;Av. Liberdade, 1154 - Santa Isabel, Viamão - RS, 94480-500, Brazil;ROOFTOP
5384354;-23.9812048;-48.8748667;R. Rui Barbosa, 333 - Centro, Itapeva - SP, 18410-060, Brazil;ROOFTOP
5384419;-28.1984372;-54.7595931;Vila Frantz - Interior, Rolador - RS, 97843-000, Brazil;GEOMETRIC_CENTER
5384478;-22.8945655;-43.11911910000001;R. da Conceição, 188 - Centro, Niterói - RJ, 24020-087, Brazil;ROOFTOP
5384591;-5.7881803;-35.198437;R. Mossoró, 601 - Petrópolis, Natal - RN, 59020-090, Brazil;ROOFTOP
5384788;-23.1872225;-46.8722744;R. Santos Dumont, 295 - Pte. Sao Joao, Jundiaí - SP, 13218-030, Brazil;ROOFTOP
5384958;-22.893703;-43.1234656;Av. Ernani do Amaral Peixoto, 36 - Centro, Niterói - RJ, 24020-074, Brazil;ROOFTOP
5385113;-23.2076709;-46.8611469;R. Várzea Paulista, 999 - Vila M Genoveva, Jundiaí - SP, 13203-000, Brazil;ROOFTOP
5385148;-23.2082822;-46.8578547;R. Várzea Paulista, 1336 - Vila M Genoveva, Jundiaí - SP, 13203-000, Brazil;ROOFTOP
5385547;-22.9093389;-43.275112;Rua Padre Roma, 269 - Engenho Novo, Rio de Janeiro - RJ, 20710-270, Brazil;ROOFTOP
5385644;-8.0621983;-34.8960798;R. Gen. Joaquim Inácio, 830 - Ilha do Leite, Recife - PE, 08062-540, Brazil;ROOFTOP
5386365;-7.8570588;-45.2130534;R. Joao Dias, Baixa Grande do Ribeiro - PI, 64868-000, Brazil;GEOMETRIC_CENTER
5387361;-22.3814239;-41.771123;R. Dr. Bueno, 645 - Centro, Macaé - RJ, 27913-190, Brazil;ROOFTOP
5387523;-21.4305231;-45.9602029;R. João Paulino Damasceno, 1290 - Jardim Tropical, Alfenas - MG, 37133-602, Brazil;ROOFTOP
5387582;-20.2282492;-40.2702097;Av. Norte Sul, s/n - Rosário de Fátima, Serra - ES, 29161-172, Brazil;ROOFTOP
5387604;-21.4305231;-45.9602029;R. João Paulino Damasceno, 1290 - Jardim Tropical, Alfenas - MG, 37133-602, Brazil;ROOFTOP
5387728;-8.1457068;-34.9366784;R. Campina Grande, 578 - Jardim Jordão, Jaboatão dos Guararapes - PE, 54320-370, Brazil;ROOFTOP
5388023;-22.9079329;-43.1741769;R. Debret, 23 - Centro, Rio de Janeiro - RJ, 20030-080, Brazil;ROOFTOP
5388074;-32.0317026;-52.0955477;R. Gen. Bacelar, 436 - Centro, Rio Grande - RS, 96200-370, Brazil;ROOFTOP
5388082;-32.0322037;-52.1064269;R. Aquidaban, 689 - Centro, Rio Grande - RS, 96200-480, Brazil;ROOFTOP
5388368;-23.6775985;-46.6295119;Av. Assembléia, 168 - Centro, Diadema - SP, 04417-230, Brazil;ROOFTOP
5388589;-23.1000416;-48.92679649999999;R. Goiás, 1029 - Centro, Avaré - SP, 18700-140, Brazil;ROOFTOP
5388678;-23.1000416;-48.92679649999999;R. Goiás, 1029 - Centro, Avaré - SP, 18700-140, Brazil;ROOFTOP
5388708;-23.1000931;-48.9265656;R. Goiás, 1059 - Centro, Avaré - SP, 18700-140, Brazil;ROOFTOP
5388775;-25.9818691;-49.7358916;Campo do Tenente - State of Paraná, 83870-000, Brazil;GEOMETRIC_CENTER
5388783;-20.3338303;-40.2836141;R. Dom Jorge de Menezes, 35 - Centro de Vila Velha, Vila Velha - ES, 29101-025, Brazil;ROOFTOP
5389216;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
5389313;-22.9837256;-43.2117884;R. Visc. de Pirajá, 550 - Ipanema, Rio de Janeiro - RJ, 22410-902, Brazil;ROOFTOP
5389534;-20.3974474;-43.50212380000001;Av. Juscelino Kubitscheck, 91 - Vila Itacolomy, Ouro Preto - MG, 35400-000, Brazil;ROOFTOP
5390893;-16.812016;-49.93412439999999;R. E, 8, Palmeiras de Goiás - GO, 76190-000, Brazil;RANGE_INTERPOLATED
5391253;-22.9626758;-43.1751447;Av. Princesa Isabel, 273 - Copacabana, Rio de Janeiro - RJ, 22011-010, Brazil;ROOFTOP
5391717;-23.5446496;-46.3721398;R. Sete de Setembro, 50 - Vila Romanopolis, Ferraz de Vasconcelos - SP, 08529-300, Brazil;ROOFTOP
5391814;-22.9660277;-43.1893808;R. Figueiredo de Magalhães, 780 - Copacabana, Rio de Janeiro - RJ, 22031-012, Brazil;ROOFTOP
5391849;-22.9644619;-43.1936824;R. Santa Clara, 431 - Copacabana, Rio de Janeiro - RJ, 22041-011, Brazil;ROOFTOP
5392500;-23.5956497;-46.66934260000001;R. Afonso Braz, 579 - Moema, São Paulo - SP, 04511-011, Brazil;ROOFTOP
5392721;-22.8881267;-43.2840585;R. José Bonifácio, 1050 - Todos os Santos, Rio de Janeiro - RJ, 20770-240, Brazil;ROOFTOP
5392861;-22.983675;-43.2115003;R. Visc. de Pirajá, 550 - sala 1906 - Ipanema, Rio de Janeiro - RJ, 22410-901, Brazil;ROOFTOP
5392950;-20.4753067;-45.8020753;R. João Pedro Machado, 35 - Centro, Pimenta - MG, 35585-000, Brazil;ROOFTOP
5393108;-22.9461346;-43.1839246;R. Visc. de Ouro Preto - Botafogo, Rio de Janeiro - RJ, 22250-180, Brazil;GEOMETRIC_CENTER
5393183;-23.0088548;-44.3182408;Travessa Jordão Galindo, 30 - sala 07 - Centro, Angra dos Reis - RJ, 23900-470, Brazil;ROOFTOP
5393396;-22.9340655;-43.187568;R. das Laranjeiras, 232 - Laranjeiras, Rio de Janeiro - RJ, 22240-003, Brazil;ROOFTOP
5394171;-21.2486558;-45.0031353;R. Dr. Francisco Sales, 666 - Padre Dehon, Lavras - MG, 37200-000, Brazil;ROOFTOP
5394473;-23.5978895;-46.6462713;Rua Pedro de Toledo, 980/33 - Vila Mariana, São Paulo - SP, 04039-002, Brazil;ROOFTOP
5394740;-19.3958265;-40.07056;Av. Gov. Carlos Lindenberg - Centro, Linhares - ES, 29901-627, Brazil;GEOMETRIC_CENTER
5395178;-30.8985174;-55.5313359;Av. Tamandaré, 2729 - Centro, Sant'Ana do Livramento - RS, 97573-540, Brazil;ROOFTOP
5395194;-30.89882619999999;-55.5297088;Av. Tamandaré, 2880 - Centro, Sant'Ana do Livramento - RS, 97574-210, Brazil;ROOFTOP
5395690;-32.0338279;-52.0971269;R. Duque de Caxias, 256 - sala 7 - Centro, Rio Grande - RS, 96200-330, Brazil;ROOFTOP
5396174;-23.7614575;-46.410184;Av. Dr. Rui Trindade, 177 - Parque Rio Grande, Rio Grande da Serra - SP, 09450-000, Brazil;ROOFTOP
5396239;-5.7746559;-35.2561599;TERREO - Av. Bacharel Tomaz Landim, 1370 - Igapó, Natal - RN, 59104-228, Brazil;ROOFTOP
5396301;-22.5324644;-55.7342437;R. Mal. Floriano, 2786 - Vila Militar, Ponta Porã - MS, 79900-000, Brazil;ROOFTOP
5397359;-8.0291689;-34.9003398;Estr. Velha de Água Fria, 571 - Tamarineira, Recife - PE, 52110-125, Brazil;ROOFTOP
5397405;-3.3595374;-41.7364792;BR-343, Caxingó - PI, Brazil;GEOMETRIC_CENTER
5397510;-23.9876276;-48.87847679999999;R. Santos Dumont, 572 - Centro, Itapeva - SP, 18400-030, Brazil;ROOFTOP
5397707;-21.282956;-50.3361086;R. Getúlio Vargas, 550 - Patrimonio Silvares, Birigui - SP, 16201-015, Brazil;ROOFTOP
5397901;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5397952;-9.661723;-35.70123330000001;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5398363;-12.2580394;-38.9612997;R. Castro Alves, 923 - Centro, Feira de Santana - BA, 44001-592, Brazil;ROOFTOP
5398584;-7.822338599999998;-34.9134665;Av. Duarte Coelho, 811 - Campina de Feira, Igarassu - PE, 53605-030, Brazil;ROOFTOP
5398665;-23.2001229;-46.8848017;R. Francisco Morato, 191 - Vila Vianelo, Jundiaí - SP, 13207-250, Brazil;GEOMETRIC_CENTER
5398991;-23.9405063;-46.3049166;R. Rio Grande do Sul, 43 - Jardim Cunhambebe (Vicente de Carvalho), Guarujá - SP, 11450-130, Brazil;ROOFTOP
5399610;-22.7482966;-47.3342726;R. Pres. Vargas, 848 - Vila Pavan, Americana - SP, 13465-222, Brazil;ROOFTOP
5400147;-22.9686503;-43.1854235;R. Barata Ribeiro, 391 - Copacabana, Rio de Janeiro - RJ, 22040-001, Brazil;ROOFTOP
5400503;-22.8717739;-43.778037;Av. Paulo de Frontin, 110 - Centro, Itaguaí - RJ, 23815-490, Brazil;ROOFTOP
5400589;-3.7451061;-42.312103;R. Antonio Rodrigues da Silva, Morro do Chapéu do Piauí - PI, 64178-000, Brazil;GEOMETRIC_CENTER
5400945;-5.7827298;-35.2018645;R. Seridó, 352 - Petrópolis, Natal - RN, 59020-010, Brazil;ROOFTOP
5400961;-5.7827298;-35.2018645;R. Seridó, 352 - Petrópolis, Natal - RN, 59020-010, Brazil;ROOFTOP
5401194;-22.8946458;-43.1230611;R. José Clemente, 27 - Centro, Niterói - RJ, 24020-101, Brazil;ROOFTOP
5401275;-22.8966195;-43.1223957;R. Alm. Tefé, 645 - Centro, Niterói - RJ, 24030-085, Brazil;ROOFTOP
5401526;-7.1082873;-34.830228;R. Bananeiras, 361 - Manaíra, João Pessoa - PB, 58038-170, Brazil;ROOFTOP
5401836;-5.7888226;-35.1965986;R. Mossoró, 735 - Petrópolis, Natal - RN, 59020-090, Brazil;ROOFTOP
5401992;-19.8912142;-43.8093004;R. Marieta Machado, 45 - Centro, Sabará - MG, 34505-390, Brazil;ROOFTOP
5402077;-23.6307755;-46.6645945;R. Marília de Dirceu, 23 - Jardim Aeroporto, São Paulo - SP, 04632-030, Brazil;ROOFTOP
5402832;-3.8730646;-38.4582778;R. Gilberto Mendonça, 150 - Guaribas, Eusébio - CE, 61769-410, Brazil;RANGE_INTERPOLATED
5403227;-13.0037732;-38.4551306;R. Bahia, 206 - Pituba, Salvador - BA, 41830-160, Brazil;ROOFTOP
5403804;-5.788126;-35.1983814;R. Mossoró, 601 - Petrópolis, Natal - RN, 59020-090, Brazil;ROOFTOP
5403847;-1.2949807;-47.9252881;R. Sen. Antônio Lemos - Centro, Castanhal - PA, 68740-010, Brazil;GEOMETRIC_CENTER
5404738;-9.6579812;-35.7006609;R. Sen. Rui Palmeira, 230 - Ponta Verde, Maceió - AL, 57035-250, Brazil;ROOFTOP
5404886;-23.7616303;-53.3014423;Av. Getúlio Vargas, 5010 - Zona III, Umuarama - PR, 87502-020, Brazil;ROOFTOP
5405378;-20.2679336;-50.5469869;R. Treze, 2522 - Centro, Jales - SP, 15700-034, Brazil;ROOFTOP
5405386;-20.8992414;-51.3771074;R. 13 de Maio, 1151 - Piscina, Andradina - SP, 16901, Brazil;ROOFTOP
5405912;-23.0121538;-44.3225693;Av. Almirante Júlio César de Noronha, 317 - Centro, Angra dos Reis - RJ, 23900-010, Brazil;ROOFTOP
5405955;-8.1151534;-34.9598437;Av. Chapada do Araripe, 116 - COHAB, Jaboatão dos Guararapes - PE, 51340-255, Brazil;ROOFTOP
5406447;-11.8373868;-39.6089639;Tucano - State of Bahia, 48790-000, Brazil;GEOMETRIC_CENTER
5407281;-23.3954952;-51.4478474;Av. Gaturamo, 950 - Jardim Aeroporto, Arapongas - PR, 86702-525, Brazil;ROOFTOP
5408164;-2.5072194;-44.2651632;Av. Jerônimo de Albuquerque, s/n - Sala 804 - Alto do Calhau, São Luís - MA, 65074-220, Brazil;ROOFTOP
5408253;-22.9065449;-43.1106026;Rua Coronel Moreira César, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
5408385;-22.9076387;-43.1759671;Av. Alm. Barroso, 63 - Sala 1109 - Centro, Rio de Janeiro - RJ, 20031-974, Brazil;ROOFTOP
5408393;-22.9757635;-43.1896301;R. Bolívar, 54 - Sala 304 - Copacabana, Rio de Janeiro - RJ, 22061-020, Brazil;ROOFTOP
5408407;-22.8784786;-43.2156538;R. Gen. Sampaio, 56 - Caju, Rio de Janeiro - RJ, 20931-350, Brazil;ROOFTOP
5408954;-23.579588;-46.685218;Av. Brig. Faria Lima, 2631 - Jardim Paulistano, São Paulo - SP, 01452-000, Brazil;ROOFTOP
5409004;-22.9728976;-43.1879021;Edifício Elisabeth - Av. Nossa Sra. de Copacabana, 769 - Sala 1202 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
5409365;-22.8937365;-43.123006;Av. Ernani do Amaral Peixoto, 60 - Centro, Niterói - RJ, 24020-070, Brazil;ROOFTOP
5409780;-22.9064199;-43.1108225;R. Ator Paulo Gustavo, 217 - Icaraí, Niterói - RJ, 24230-050, Brazil;ROOFTOP
5409802;-22.8955906;-43.1208496;R. Dr. Borman, 23 - Centro, Niterói - RJ, 24020-320, Brazil;ROOFTOP
5409861;-22.9065449;-43.1106026;R. Ator Paulo Gustavo, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
5410029;-32.0316662;-52.0968046;R. Gen. Bacelar, 276 - Centro, Rio Grande - RS, 96200-370, Brazil;ROOFTOP
5410037;-32.0334639;-52.0979317;R. Conde de Porto Alegre, 440 - Centro, Rio Grande - RS, 96200-330, Brazil;ROOFTOP
5411181;-14.860203;-40.5784195;R. Florival Amorim, 54 - Barra do Choça, BA, 45120-000, Brazil;ROOFTOP
5411203;-14.860203;-40.5784195;R. Florival Amorim, 54 - Barra do Choça, BA, 45120-000, Brazil;ROOFTOP
5411378;-28.2599115;-52.411676;Av. 7 de Setembro, 115 - Centro, Passo Fundo - RS, 99010-120, Brazil;ROOFTOP
5411572;-22.8790972;-43.4646043;Av. Cônego Vasconcelos, 423 - salas 310/311/312 - Bangu, Rio de Janeiro - RJ, 21810-011, Brazil;ROOFTOP
5411599;-20.5605412;-48.5693911;Av. 17, 937 - Centro, Barretos - SP, 14780-290, Brazil;ROOFTOP
5412994;-22.9781393;-43.1909278;Av. Nossa Sra. de Copacabana, 1052 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
5413001;-22.9694889;-43.3702638;Av. José Wilker - Jacarepaguá, Rio de Janeiro - RJ, Brazil;GEOMETRIC_CENTER
5413419;-23.6181193;-46.566714;Av. Dr. Augusto de Toledo, 503 - Santa Paula, São Caetano do Sul - SP, 09541-520, Brazil;ROOFTOP
5413486;-13.0037732;-38.4551306;R. Bahia, 206 - Pituba, Salvador - BA, 41830-160, Brazil;ROOFTOP
5413494;-12.9981752;-38.464388;R. Altino Serbeto de Barros, 119 - Pituba, Salvador - BA, 41830-492, Brazil;ROOFTOP
5413737;-23.7600164;-53.3106612;Av. Brasil, 4253 - Centro, Umuarama - PR, 87501-000, Brazil;ROOFTOP
5413818;-22.3840838;-41.7734852;Av. dos Jesuítas, n° 409 - CEP 27.913.182 - Imbetiba, Macaé - RJ, 27913-181, Brazil;ROOFTOP
5413842;-22.9698988;-43.4132431;Shopping Crystal Mall - Estr. dos Bandeirantes, 7.967 - sala 201 - Camorim, Rio de Janeiro - RJ, 22780-085, Brazil;ROOFTOP
5414067;-23.6184404;-46.6396174;R. Urânio, 41 - Vila da Saúde, São Paulo - SP, 04055-060, Brazil;ROOFTOP
5414415;-2.5330178;-44.2938379;R. Domingos Perdigão, 79 - Apicum, São Luís - MA, 65025-320, Brazil;ROOFTOP
5414490;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5414504;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5414520;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5414555;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5414563;-9.6618161;-35.70128;R. Durval Guimarães, 854 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
5414695;-7.1840214;-39.7382024;R. Cícero Alves de Souza - Santana do Cariri, CE, 63190-000, Brazil;GEOMETRIC_CENTER
5415861;-13.2716559;-50.1630405;R. 4-A, 204 - St. Centro, São Miguel do Araguaia - GO, 76590-000, Brazil;ROOFTOP
5415926;-13.4554693;-49.1588539;R. Quatro, Porangatu - GO, 76550-000, Brazil;GEOMETRIC_CENTER
5416132;-7.3746592;-35.2398622;Av. Brasil, Juripiranga - PB, 58330-000, Brazil;GEOMETRIC_CENTER
5416140;-22.984527;-43.1952966;R. Visc. de Pirajá, 2 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;RANGE_INTERPOLATED
5417627;-22.9281998;-43.2354867;Rua Conde de Bonfim, 497 - Tijuca, Rio de Janeiro - RJ, 20520-051, Brazil;ROOFTOP
5417929;-7.033500399999999;-37.2850931;R. Alto casteliano, 880 - Santo Antonio, Patos - PB, 58701-070, Brazil;ROOFTOP
5417996;-16.4720071;-54.6336847;R. João Pessoa, 557 - Centro, Rondonópolis - MT, 78700-230, Brazil;ROOFTOP
5418542;-8.7594557;-63.8967;R. Brasília, 2478 - São Cristóvão, Porto Velho - RO, 76804-486, Brazil;ROOFTOP
5419395;-13.0029311;-38.5245931;Av. Princesa Leopoldina, 914 - 106 - Graça, Salvador - BA, 40130-030, Brazil;ROOFTOP
5419573;-22.9031995;-43.1147003;Condomínio Rio Icarai - R. Cel. Moreira César, 26 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
5420822;-10.9289408;-37.0754011;Avenida João Batista, 477 - Ponto Novo, Aracaju - SE, 49097-000, Brazil;ROOFTOP
5421322;-23.6117835;-46.7628466;R. Cesário Dau, 482 - Jardim Maria Rosa, Taboão da Serra - SP, 06763-080, Brazil;ROOFTOP
5421969;-12.9986748;-38.4653711;3 Andar, Sala 302 - Edf. Imagem Memorial - R. Altino Serbeto de Barros, 241 - Pituba, Salvador - BA, 41810-570, Brazil;ROOFTOP
5422116;-8.062449899999999;-34.8836429;R. Sete de Setembro, 42 - Boa Vista, Recife - PE, 50060-070, Brazil;ROOFTOP
5422345;-19.4374387;-42.5549005;Av. José Fabrício Gomes, 93 - Bethania, Ipatinga - MG, 35164-070, Brazil;ROOFTOP
5422965;-22.9769245;-43.19426199999999;Praça Eugênio Jardim, 39 - Copacabana, Rio de Janeiro - RJ, 22061-040, Brazil;ROOFTOP
5423325;-22.8950904;-43.1207416;R. Dr. Borman, 122 - Centro, Niterói - RJ, 24020-320, Brazil;ROOFTOP
5423767;-21.5386737;-45.4532957;Av. Benjamin Elisei, 15 - Jardim Mont Serrat, Varginha - MG, 37036-320, Brazil;RANGE_INTERPOLATED
5424380;-22.8060683;-43.2108016;R. República Árabe da Síria, 129 - Portuguesa, Rio de Janeiro - RJ, 21921-370, Brazil;ROOFTOP
5425611;-27.1699514;-51.4954143;R. da Independência, 30 - Centro, Herval d'Oeste - SC, 89610-000, Brazil;ROOFTOP
5425727;-20.3598445;-40.2963748;Rod. do Sol, 12 - Praia de Itaparica, Vila Velha - ES, 29102-020, Brazil;ROOFTOP
5425840;-22.9664548;-43.177554;Av. Atlântica, 1536 - Copacabana, Rio de Janeiro - RJ, 22021-000, Brazil;ROOFTOP
5426014;-21.2933232;-50.3433855;R. São José, 635 - Centro, Birigui - SP, 16200-103, Brazil;ROOFTOP
5426065;-19.8028072;-44.000272;R. Padre Pedro Pinto, 6720 Sobreloja - Venda Nova, Belo Horizonte - MG, 31660-550, Brazil;ROOFTOP
5426901;-9.6416959;-35.7005057;Av. Roberto Mascarenhas Brito, 364 - Mangabeiras, Maceió - AL, 57035-851, Brazil;ROOFTOP
5426952;-10.7174235;-62.25156239999999;Av. Daniel Comboni, 621 - Jardim Tropical, Ouro Preto do Oeste - RO, 76920-000, Brazil;RANGE_INTERPOLATED
5429064;-23.6956685;-46.67208129999999;R. Manuel de Macedo, 134 - Pedreira, São Paulo - SP, 04459-290, Brazil;ROOFTOP
5429366;-23.4976863;-46.6287789;R. Frei Vicente do Salvador, 289 - Santana, São Paulo - SP, 02019-000, Brazil;ROOFTOP
5429676;-14.7997456;-39.1762142;Prç. Santo Antônio - Salobrinho, Ilhéus - BA, 45662-256, Brazil;GEOMETRIC_CENTER
5429706;-23.5317426;-46.5021198;R. Própria, 19 - Cidade Patriarca, São Paulo - SP, 03552-040, Brazil;ROOFTOP
5429765;-23.6244259;-46.7643658;Estr. do Campo Limpo, 4582 - Jardim Ana Maria, São Paulo - SP, 05787-000, Brazil;ROOFTOP
5430453;-15.7986294;-47.8933705;Ed. Assis Chateaubriand Salas 108 a 112 - SRTVS, 701 - Bloco 2 - Asa Sul, Brasília - DF, 70340-906, Brazil;ROOFTOP
5431441;-22.0686835;-48.7405774;R. Campos Sáles, 301 - Vila Santa Terezinha, Bariri - SP, 17250-000, Brazil;ROOFTOP
5432014;-23.6680374;-46.6104218;Av. do Taboão, 4508 - Taboão, São Bernardo do Campo - SP, 09657-000, Brazil;ROOFTOP
5432200;-24.7453963;-49.4552705;São Sebastião, Cerro Azul - PR, 83570-000, Brazil;GEOMETRIC_CENTER
5432561;-21.1214489;-42.9418538;R. Treze de Maio, 95 - Centro, Ubá - MG, 36500-061, Brazil;ROOFTOP
5432650;-22.4304996;-45.46293499999999;Av. Eng. Pedro Fonseca Paiva, 176 - Avenida, Itajubá - MG, 37504-018, Brazil;ROOFTOP
5432707;-22.6118633;-46.0593788;R. Ângelo Bernardo Fácio, Cambuí - MG, 37600-000, Brazil;GEOMETRIC_CENTER
5432928;-22.93268;-45.4555275;R. Laérte Machado Guimarães, 670 - Vila Bourguese, Pindamonhangaba - SP, 12410-180, Brazil;ROOFTOP
5434475;-20.2687871;-50.5465226;R. Treze, 2425 - Centro, Jales - SP, 15700-034, Brazil;ROOFTOP
5435013;-23.5947805;-46.6721561;R. Afonso Braz, 864 - Vila Nova Conceição, São Paulo - SP, 04511-001, Brazil;ROOFTOP
5435285;-26.2316979;-51.0846972;R. Siqueira Campos, 136 - Centro, Porto União - SC, 89400-000, Brazil;ROOFTOP
5436052;-22.9399862;-43.3426671;Estr. dos Três Rios, 90 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22755-002, Brazil;ROOFTOP
5436060;-22.9062319;-43.1779222;Condomínio Edifício Rodolpho de Paoli - Av. Nilo Peçanha, 50 - Gr. 509 - Centro, Rio de Janeiro - RJ, 20020-906, Brazil;ROOFTOP
5436680;-22.9732756;-43.1922221;Rua Pompeu Loureiro, 35 - Copacabana, Rio de Janeiro - RJ, 22061-000, Brazil;ROOFTOP
5437172;-23.6572245;-46.6946391;R. Olavo Bilac, 52 - Vila Sofia, São Paulo - SP, 04675-900, Brazil;ROOFTOP
5437776;-1.3701118;-48.4059532;Tv. SN-06, 71 - Coqueiro, Ananindeua - PA, 67105-420, Brazil;ROOFTOP
5437814;-22.7581336;-41.8871709;Campo da SEB - Estr. da Usina Velha, 23 - Centro, Armação dos Búzios - RJ, 28950-000, Brazil;ROOFTOP
5437903;-12.9684393;-38.4968377;Largo das Sete Portas - R. Fortunato Benjamin Saback, 61 - Barbalho, Salvador - BA, 40300-305, Brazil;ROOFTOP
5438497;-19.976007;-43.94423099999999;R. Des. Jorge Fontana, 476 - Belvedere, Belo Horizonte - MG, 30320-670, Brazil;ROOFTOP
5438578;-5.7825199;-35.1965522;Rua Coronel Joaquim Manoel, 903 - Petrópolis, Natal - RN, 59012-330, Brazil;ROOFTOP
5439221;-28.286376;-52.7898651;R. Alexandre da Motta, 714 - Centro, Carazinho - RS, 99500-000, Brazil;ROOFTOP
5440041;-20.2404335;-40.2747122;Av. João Palácio, 300 - Conj. Carapina I, Serra - ES, 29160-161, Brazil;ROOFTOP
5440548;-23.6096339;-46.7695725;Av. Vida Nova, 28 - Jardim Maria Rosa, Taboão da Serra - SP, 06764-045, Brazil;ROOFTOP
5440955;-22.8938556;-43.1194616;R. Luiz Leopoldo Fernandes Pinheiro, 551/1201 - Centro, Niterói - RJ, 24030-127, Brazil;ROOFTOP
5440963;-22.9065782;-43.1112961;Condomínio do Edifício Elite - R. Lopes Trovão, 52 - 607 - Icaraí, Niterói - RJ, 24220-071, Brazil;ROOFTOP
5441374;-20.5579383;-48.565108;Av. 17, 429 - São Salvador, Barretos - SP, 14781-564, Brazil;ROOFTOP
5441471;-10.9971863;-37.3063331;R. Padre Everaldo Lima - Centro, Itaporanga d'Ajuda - SE, 49120-000, Brazil;GEOMETRIC_CENTER
5442001;-15.8460258;-48.0311485;R. Arariba, 5 - Águas Claras, Brasília - DF, 71927-360, Brazil;ROOFTOP
5442184;-23.6181073;-46.5621174;R. Floriano Peixoto, 479 - Santa Paula, São Caetano do Sul - SP, 09541-350, Brazil;ROOFTOP
