CNES;Latitude_Nova;Longitude_Nova;Endereco_Google;Qualidade_Busca
1097776;-22.9785843;-43.1910706;Av. Nossa Sra. de Copacabana, 1072 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1097784;-22.9714037;-43.1874945;R. Santa Clara, 75 - Sala 711 - Copacabana, Rio de Janeiro - RJ, 22041-011, Brazil;ROOFTOP
1097857;-23.623925;-46.683319;R. Barão do Triunfo, 427 - Brooklin, São Paulo - SP, 04602-001, Brazil;ROOFTOP
1097873;-22.9710286;-43.1886705;Edifício MAXI - R. Barata Ribeiro, 543 - Copacabana, Rio de Janeiro - RJ, 22040-001, Brazil;ROOFTOP
1098004;-22.9841907;-43.2059515;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1098071;-22.9398492;-43.2482681;Rua Conde de Bonfim, 1033 - Tijuca, Rio de Janeiro - RJ, 20530-001, Brazil;ROOFTOP
1098152;-22.9841535;-43.2032467;Condomínio do Edifício Galeria Comercial Saint Ger - R. Visc. de Pirajá, 282 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1098209;-22.9707441;-43.1867549;Av. Nossa Sra. de Copacabana, 680 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1098233;-22.9827185;-43.2214331;R. José Linhares, 138 - Leblon, Rio de Janeiro - RJ, 22430-220, Brazil;ROOFTOP
1098276;-23.583905;-46.6310016;R. Dona Carolina, 91 - Vila Mariana, São Paulo - SP, 04110-030, Brazil;ROOFTOP
1098284;-23.6117454;-46.7616277;Av. Dr. José Maciel, 448 - Jardim Maria Rosa, Taboão da Serra - SP, 06763-270, Brazil;ROOFTOP
1098292;-22.937504;-43.3448821;R. Araguaia, 265 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-271, Brazil;ROOFTOP
1098306;-22.9031995;-43.1147003;Condomínio Rio Icarai - R. Cel. Moreira César, 26 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
1098357;-23.6232128;-46.6844484;R. Joaquim Nabuco, 47 - Brooklin, São Paulo - SP, 04621-000, Brazil;ROOFTOP
1098489;-23.5451539;-46.63364989999999;R. João Brícola, 168 - Centro Histórico de São Paulo, São Paulo - SP, 01014-010, Brazil;RANGE_INTERPOLATED
1098497;-23.5107797;-46.5941688;R. Curuçá, 114 - Vila Maria Baixa, São Paulo - SP, 02120-005, Brazil;RANGE_INTERPOLATED
1098535;-23.9620048;-46.3235582;Av. Conselheiro Nébias, 640 - 640 - Boqueirão, Santos - SP, 11045-002, Brazil;ROOFTOP
1098802;-22.9754285;-43.19013229999999;Av. Nossa Sra. de Copacabana, 928/1202 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1098810;-22.9840877;-43.2125616;R. Visc. de Pirajá, 585 - Sobreloja - 2º andar - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1098829;-22.9841404;-43.2128588;Edifício Palácio Astória - R. Visc. de Pirajá, 595 - Ipanema, Rio de Janeiro - RJ, 22610-001, Brazil;ROOFTOP
1098993;-22.983911;-43.207607;R. Visc. de Pirajá, 00414 - Ipanema, Rio de Janeiro - RJ, 22410-904, Brazil;ROOFTOP
1099108;-23.5522475;-46.749258;Av. Pres. Altino, 380 - Jaguaré, São Paulo - SP, 05323-000, Brazil;ROOFTOP
1099191;-23.6361207;-46.8040319;R. Francisco Marcelino, 144 - Jardim Panorama, Taboão da Serra - SP, 06785-140, Brazil;ROOFTOP
1099221;-22.9035599;-43.1053855;R. Domingues de Sá, 293 - Sala 701 - 703 - Icaraí, Niterói - RJ, 24220-091, Brazil;ROOFTOP
1099280;-23.5079121;-46.6673515;R. Ferreira de Almeida, 90 - Jardim das Laranjeiras, São Paulo - SP, 02517-150, Brazil;ROOFTOP
1099493;-22.9731542;-43.1898066;R. Constante Ramos, 90 - Copacabana, Rio de Janeiro - RJ, 22051-012, Brazil;ROOFTOP
1099639;-22.9841972;-43.2008845;R. Farme de Amoedo, 75 - Ipanema, Rio de Janeiro - RJ, 22420-020, Brazil;ROOFTOP
1099779;-23.5795749;-46.7399227;R. Poetisa Colombina, 649 - Jardim Bonfiglioli, São Paulo - SP, 05593-011, Brazil;ROOFTOP
1099965;-22.9023713;-43.2804405;R. Hermengarda, 20 - Méier, Rio de Janeiro - RJ, 20720-012, Brazil;ROOFTOP
1100025;-22.9223708;-43.231721;R. Santo Afonso, 44 - Tijuca, Rio de Janeiro - RJ, 20511-180, Brazil;ROOFTOP
1100173;-23.5453504;-46.4980369;R. José Francisco Lopes, 227 - Vila Nhocuné, São Paulo - SP, 03562-040, Brazil;ROOFTOP
1100408;-22.9243685;-43.2352694;R. Soriano de Souza, 115 - Tijuca, Rio de Janeiro - RJ, 20511-180, Brazil;ROOFTOP
1100440;-23.5701496;-46.6905665;Torre Sul - Av. Brig. Faria Lima, 1461 - 6th floor - Pinheiros, São Paulo - SP, 01452-002, Brazil;ROOFTOP
1100483;-22.9171248;-43.2609174;R. Visc. de Santa Isabel, 333 - Vila Isabel, Rio de Janeiro - RJ, 20560-120, Brazil;ROOFTOP
1100599;-22.9835215;-43.21318369999999;R. Visc. de Pirajá, 608 - Sala 605 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1100696;-23.5320998;-46.7126566;R. Pio XI, 971 - Alto da Lapa, São Paulo - SP, 05060-000, Brazil;ROOFTOP
1100882;-22.9421015;-43.0537439;R. Manoel Pacheco de Carvalho, 400 - 400 - Piratininga, Niterói - RJ, 24030-290, Brazil;ROOFTOP
1100955;-23.5714947;-46.6909071;Av: Brigadeiro Faria Lima, 1572 - Jardim Paulistano, São Paulo - SP, 01451-001, Brazil;ROOFTOP
1100971;-22.9541097;-43.1927949;R. Real Grandeza, 139 - Botafogo, Rio de Janeiro - RJ, 22281-033, Brazil;ROOFTOP
1101048;-23.5621711;-46.6362914;R. Taguá, 305 - Liberdade, São Paulo - SP, 01508-010, Brazil;ROOFTOP
1101102;-23.546083;-46.70675250000001;Rua Alvilândia, 345 - Alto de Pinheiros, São Paulo - SP, 05449-070, Brazil;ROOFTOP
1101285;-23.5773771;-46.6710741;Av. São Gabriel, 626 - Jardim Paulista, São Paulo - SP, 01435-000, Brazil;ROOFTOP
1101404;-22.9837256;-43.2117884;R. Visc. de Pirajá, 550 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1101412;-23.5358678;-46.7622464;Av. Manoel Pedro Pimentel, 103 - Continental, Osasco - SP, 06020-194, Brazil;ROOFTOP
1101633;-22.9737607;-43.1934431;Tv. Maria Amelia, 20 - Copacabana, Rio de Janeiro - RJ, 22061-070, Brazil;RANGE_INTERPOLATED
1102125;-22.9864295;-43.2003324;R. Visc. de Pirajá, N 111 - Ipanema, Rio de Janeiro - RJ, 22410-903, Brazil;ROOFTOP
1102230;-23.529846;-46.51590969999999;R. Costa Rego, 21 - Vila Guilhermina, São Paulo - SP, 03542-030, Brazil;ROOFTOP
1102567;-23.5438144;-46.5765527;R. Bom Sucesso, 371 - Cidade Mãe do Céu, São Paulo - SP, 03305-000, Brazil;ROOFTOP
1102583;-23.6102035;-46.67984;R. Luisiania, 288 - Brooklin, São Paulo - SP, 04560-020, Brazil;ROOFTOP
1102591;-22.9461181;-43.18350969999999;R. Visc. de Ouro Preto, 5 - Loja J - Botafogo, Rio de Janeiro - RJ, 22250-180, Brazil;ROOFTOP
1102737;-23.5141507;-47.4556558;Av. Comendador Pereira Inácio, 950 - sala 602 - 6. andar - Jardim Vergueiro, Sorocaba - SP, 18030-005, Brazil;ROOFTOP
1102753;-23.5941567;-46.6866049;R. do Rocio, 288 - Vila Olímpia, São Paulo - SP, 04552-010, Brazil;ROOFTOP
1102966;-23.5430863;-46.7038888;R. Realengo, 133 - Alto de Pinheiros, São Paulo - SP, 05451-030, Brazil;ROOFTOP
1103113;-23.5457577;-46.5526776;R. Boa Esperança, 267 - Chácara Santo Antônio (Zona Leste), São Paulo - SP, 03408-000, Brazil;GEOMETRIC_CENTER
1103334;-19.9300531;-43.9325931;Av. Brasil, 1438 - 1438 - Santa Efigênia, Belo Horizonte - MG, 30140-003, Brazil;ROOFTOP
1103423;-23.0421117;-46.5561965;R. Santa Bárbara, 153 - Tanque, Atibaia - SP, Brazil;ROOFTOP
1103563;-23.5518061;-46.7577137;Av. Corifeu de Azevedo Marques, 5977 - Vila Lageado, São Paulo - SP, 05339-005, Brazil;ROOFTOP
1103687;-23.634225;-46.6033118;R. Pagano Sobrinho, 294 - 294 - Jardim Vergueiro, São Paulo - SP, 04176-240, Brazil;ROOFTOP
1103709;-23.6048623;-46.6786943;R. Cabo Verde, 325 - Vila Olímpia, São Paulo - SP, 04550-081, Brazil;ROOFTOP
1103911;-23.5359735;-46.6572336;Alameda Barros, 650 - 650 - Santa Cecilia, São Paulo - SP, 01232-000, Brazil;ROOFTOP
1103989;-22.9662566;-43.1787938;Av. Nossa Sra. de Copacabana - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;GEOMETRIC_CENTER
1104136;-22.9841517;-43.2128543;R. Visc. de Pirajá, 595 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1104225;-23.6041634;-46.6390352;R. dos Jacintos, 50 - Mirandópolis, São Paulo - SP, 04049-050, Brazil;ROOFTOP
1104233;-22.906566;-43.1095532;R. Otávio Carneiro, 100 - sala 501 - Icaraí, Niterói - RJ, 24230-190, Brazil;ROOFTOP
1104241;-23.4841346;-46.8632905;Av. Sagitário, 138 - Alphaville Conde II, Barueri - SP, 06473-073, Brazil;ROOFTOP
1104276;-23.4930444;-46.9614224;Av. dos Pinheiros, 820 - sala 16 - Aldeia da Serra, Barueri - SP, 06519-402, Brazil;ROOFTOP
1104357;-23.5988556;-46.54206749999999;R. Bom Jardim de Minas, 179 - Cidade Continental, São Paulo - SP, 03243-030, Brazil;ROOFTOP
1104403;-22.9027733;-43.1028847;R. Pres. João Pessoa, 172 - Icaraí, Niterói - RJ, 24220-331, Brazil;ROOFTOP
1104500;-22.9846063;-43.2043027;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1104535;-23.6502612;-46.79023129999999;R. Manoel da Conceição, 25 - Jardim Macedonia, São Paulo - SP, 05894-370, Brazil;ROOFTOP
1104578;-22.9029887;-43.1155961;R. Miguel de Frias, 51 - Icaraí, Niterói - RJ, 24220-008, Brazil;ROOFTOP
1104594;-22.9031693;-43.1152983;R. Miguel de Frias, 48 - Icaraí, Niterói - RJ, 24220-002, Brazil;ROOFTOP
1104683;-22.9693176;-43.186839;Av. Nossa Sra. de Copacabana - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;GEOMETRIC_CENTER
1104721;-23.2325201;-47.2994724;R. José Ferreira da Cunha, 423 - Jardim Itaguacu, Itu - SP, 13300-003, Brazil;ROOFTOP
1104829;-22.9031995;-43.1147003;Condomínio Rio Icarai - R. Cel. Moreira César, 26 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
1105019;-23.6516521;-46.707981;Praça Floriano Peixoto, 401 - Santo Amaro, São Paulo - SP, 04751-030, Brazil;ROOFTOP
1105051;-22.9267996;-43.2451325;R. Uruguai, 198 - Andaraí, Rio de Janeiro - RJ, 20510-060, Brazil;ROOFTOP
1105086;-23.4785379;-46.5724805;R. Araruna, 48 - Jardim Brasil, São Paulo - SP, 02227-180, Brazil;ROOFTOP
1105132;-22.9289921;-43.2435683;R. Uruguai, 272 - Tijuca, Rio de Janeiro - RJ, 20510-060, Brazil;ROOFTOP
1105159;-23.5916166;-46.6067767;R. Bom Pastor, 1715 - Ipiranga, São Paulo - SP, 04203-052, Brazil;ROOFTOP
1105655;-23.5720267;-46.6898176;Av. Brig. Faria Lima, 1685 - Pinheiros, São Paulo - SP, 01452-001, Brazil;ROOFTOP
1105779;-20.446185;-54.5999213;R. Amazonas, 1918 - Vila Célia, Campo Grande - MS, 79010-060, Brazil;ROOFTOP
1105787;-23.5353364;-46.7240432;Rua Teerã, 642 - Vila Leopoldina, São Paulo - SP, 05301-000, Brazil;ROOFTOP
1105876;-22.9537548;-43.194049;R. Real Grandeza, 108 - sl 108 - Botafogo, Rio de Janeiro - RJ, 22281-034, Brazil;ROOFTOP
1105930;-22.3247716;-49.06233350000001;R. Rodrigo Romeiro, Quadra 3 -56 - Centro, Bauru - SP, 17015-420, Brazil;ROOFTOP
1106139;-22.9240325;-43.2199323;R. Delgado de Carvalho, 76 - Tijuca, Rio de Janeiro - RJ, 20260-280, Brazil;ROOFTOP
1106147;-22.904933;-43.1303975;Rua Antônio Parreiras, 16 - 16 - São Domingos, Niterói - RJ, 24210-320, Brazil;ROOFTOP
1106155;-22.9679523;-43.1821627;Av. Nossa Sra. de Copacabana, 435 - Copacabana, Rio de Janeiro - RJ, 22020-002, Brazil;ROOFTOP
1106236;-22.9841907;-43.2059515;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1106376;-23.614159;-46.6620106;Av. Miruna, 553 - Indianópolis, São Paulo - SP, 04084-002, Brazil;ROOFTOP
1106430;-22.9707442;-43.1867549;Av. Nossa Sra. de Copacabana, 680/910 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1106457;-23.5427772;-46.7632597;Av. Franz Voegeli, 303 - Continental, Osasco - SP, 06020-190, Brazil;ROOFTOP
1106511;-22.9555622;-43.18739009999999;Rua Dona Mariana, 187 - Botafogo, Rio de Janeiro - RJ, 22280-020, Brazil;ROOFTOP
1106759;-22.9841763;-43.212354;R. Visc. de Pirajá, 577 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1106805;-22.9785843;-43.1910706;Av. Nossa Sra. de Copacabana, 1072 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1107208;-23.5866454;-46.6076579;R. Bom Pastor, 1152 - Ipiranga, São Paulo - SP, 04203-001, Brazil;ROOFTOP
1107305;-23.5942449;-46.6894822;R. São Tomé, 119 - Itaim Bibi, São Paulo - SP, 04551-080, Brazil;ROOFTOP
1107399;-23.6361495;-46.5642877;R. Visc. de Inhaúma, 859 - Olímpico, São Caetano do Sul - SP, 09571-390, Brazil;ROOFTOP
1107453;-23.5813858;-46.6708492;Av. São Gabriel, 201 - Itaim Bibi, São Paulo - SP, 01435-001, Brazil;ROOFTOP
1107569;-23.6053865;-46.6250335;Rua Dom Manuel de Andrade, 162 - Vila Gumercindo, São Paulo - SP, 04134-040, Brazil;ROOFTOP
1107607;-23.5283763;-46.6853018;R. Barão do Bananal, 400 - Pompeia, São Paulo - SP, 05024-000, Brazil;ROOFTOP
1107631;-22.9298155;-43.181954;R. Marquesa de Santos, 77 - Laranjeiras, Rio de Janeiro - RJ, 22221-080, Brazil;ROOFTOP
1107658;-22.8966195;-43.1223957;R. Alm. Tefé, 645 - Centro, Niterói - RJ, 24030-085, Brazil;ROOFTOP
1107704;-22.9022755;-43.1152851;R. Miguel de Frias, 77 - Icaraí, Niterói - RJ, 24220-008, Brazil;ROOFTOP
1107755;-22.9065449;-43.1106026;R. Ator Paulo Gustavo, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
1107763;-23.5411381;-46.5674933;R. Itapura, 300 - Vila Gomes Cardim, São Paulo - SP, 03310-000, Brazil;ROOFTOP
1107771;-22.9722249;-43.1866996;Rua: Santa Clara, 33 - Copacabana, Rio de Janeiro - RJ, 22041-011, Brazil;ROOFTOP
1107992;-23.5658701;-46.5827546;R. Florianópolis, 951 - Vila Bertioga, São Paulo - SP, 03185-050, Brazil;ROOFTOP
1108190;-22.9837256;-43.2117884;R. Visc. de Pirajá, 550 - sala 816 - Ipanema, Rio de Janeiro - RJ, 22410-901, Brazil;ROOFTOP
1108506;-22.9773213;-43.1907211;Av. Nossa Sra. de Copacabana, 1018 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1108840;-23.6247782;-46.5816591;Alameda Caulim, 115 - Cerâmica, São Caetano do Sul - SP, 09531-195, Brazil;ROOFTOP
1108905;-23.6367425;-46.694604;Av. Adolfo Pinheiro, 2054 - Santo Amaro, São Paulo - SP, 04734-003, Brazil;ROOFTOP
1108948;-22.9708788;-43.1862962;509 - Av. Nossa Sra. de Copacabana, 647 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
1109448;-23.5809723;-46.6803968;R. Jerônimo da Veiga, 164 - 164 - Itaim Bibi, São Paulo - SP, 01406-200, Brazil;ROOFTOP
1109553;-22.811622;-43.1931971;Estrada do Galeão, 841 - Jardim Guanabara, Rio de Janeiro - RJ, 21931-383, Brazil;ROOFTOP
1109979;-23.4522175;-46.714219;R. Nova Guataporanga, 350 - Jardim Sydney, São Paulo - SP, 02982-040, Brazil;RANGE_INTERPOLATED
1110187;-16.6898684;-49.2750146;Av. T-7, 371 - St. Oeste, Goiânia - GO, 74140-110, Brazil;ROOFTOP
1110403;-23.5565882;-46.6526618;R. Barata Ribeiro, 237 - Bela Vista, São Paulo - SP, 01313-001, Brazil;ROOFTOP
1110411;-22.9840953;-43.2115203;R. Visc. de Pirajá, 547/1023 - Ipanema, Rio de Janeiro - RJ, 22410-900, Brazil;ROOFTOP
1110616;-22.9015888;-43.1814644;Edifício Lisboa - Av. Pres. Vargas, 590 - Sala 2008 - Centro, Rio de Janeiro - RJ, 20071-902, Brazil;ROOFTOP
1110772;-22.9837102;-43.2117617;R. Visc. de Pirajá, 550 - sala 1111 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1110829;-23.6265125;-46.6856524;R. Barão do Triunfo, 73 - Campo Belo, São Paulo - SP, 04602-000, Brazil;ROOFTOP
1111108;-17.6922149;-42.5235526;R. das Flores, 275 - Centro, Capelinha - MG, 39680-000, Brazil;ROOFTOP
1111183;-23.5837925;-46.6449271;Rua Bagé, 45 - 45 - Vila Mariana, São Paulo - SP, 04012-140, Brazil;ROOFTOP
1111205;-22.9327897;-43.2449152;R. João Alfredo, 15 - Tijuca, Rio de Janeiro - RJ, 20511-390, Brazil;ROOFTOP
1111361;-23.6235525;-46.6823;R. Barão do Triunfo, 550 - cj. 93 - Brooklin, São Paulo - SP, 04602-002, Brazil;ROOFTOP
1111434;-23.6235525;-46.6823;R. Barão do Triunfo, 550 - Brooklin, São Paulo - SP, 04602-002, Brazil;ROOFTOP
1111485;-22.9707441;-43.1867549;Av. Nossa Sra. de Copacabana, 680 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1111515;-22.9655547;-43.1771118;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1111590;-22.928723;-43.1796731;R. Bento Lisboa, 120 - Catete, Rio de Janeiro - RJ, 22221-011, Brazil;ROOFTOP
1111728;-23.5760507;-46.7152028;R. Dr. Eduardo Vaz, 40 - Butantã, São Paulo - SP, 05530-020, Brazil;ROOFTOP
1111752;-22.9014914;-43.2759281;R. Carolina Meier, 38 - Méier, Rio de Janeiro - RJ, 20780-000, Brazil;ROOFTOP
1111817;-22.8378894;-43.2950363;R. Cacequi, 36 - Brás de Pina, Rio de Janeiro - RJ, 21210-760, Brazil;ROOFTOP
1111884;-11.4411749;-61.4446476;R. São Luís, 939 - Princesa Isabel, Cacoal - RO, 76964-044, Brazil;ROOFTOP
1111930;-23.5427772;-46.7632597;Av. Franz Voegeli, 303 - Continental, Osasco - SP, 06020-190, Brazil;ROOFTOP
1112163;-22.9769922;-43.1909999;R. Xavier da Silveira, 45 - Copacabana, Rio de Janeiro - RJ, 22061-010, Brazil;ROOFTOP
1112171;-22.9694671;-43.1844905;Rua Siqueira Campos, 43 - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil;ROOFTOP
1112317;-22.888437;-43.2834234;R. Odorico Mendes, 43 - Cachambi, Rio de Janeiro - RJ, 20771-320, Brazil;ROOFTOP
1112392;-22.9655546;-43.1771171;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22011-001, Brazil;ROOFTOP
1112449;-12.9335466;-38.4263852;edf Evolution Business - Av. São Rafael, 14 - São Rafael, Salvador - BA, 41253-190, Brazil;ROOFTOP
1112511;-22.9230338;-43.2322364;R. Santo Afonso, 131 | Sala 804 - Tijuca, Rio de Janeiro - RJ, 20511-170, Brazil;ROOFTOP
1112600;-23.4857297;-46.8551853;Av. Andrômeda, 885 - Alphaville, Barueri - SP, 06473-000, Brazil;ROOFTOP
1112821;-22.9837102;-43.2117617;R. Visc. de Pirajá, 550 - Sala 1002 - Ipanema, Rio de Janeiro - RJ, 22410-901, Brazil;ROOFTOP
1112856;-12.9335466;-38.4263852;edf Evolution Business - Av. São Rafael, 14 - São Rafael, Salvador - BA, 41253-190, Brazil;ROOFTOP
1112864;-12.9335466;-38.4263852;edf Evolution Business - Av. São Rafael, 14 - São Rafael, Salvador - BA, 41253-190, Brazil;ROOFTOP
1112988;-22.9210217;-43.2219337;Plenus Empresarial - R. São Francisco Xavier, 32 - Tijuca, Rio de Janeiro - RJ, 20550-012, Brazil;ROOFTOP
1112996;-22.9065449;-43.1106026;Rua Coronel Moreira César, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
1113003;-22.9319602;-43.3332668;R. Joaquim Pinheiro, 410 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22743-660, Brazil;ROOFTOP
1113178;-25.4320516;-49.29728230000001;Condomínio Biocentro - R. Padre Anchieta, 1846 - Bigorrilho, Curitiba - PR, 80730-000, Brazil;ROOFTOP
1113283;-23.6124578;-46.6332028;R. Bertioga, 515 - Chácara Inglesa, São Paulo - SP, 04141-100, Brazil;GEOMETRIC_CENTER
1113321;-13.0059863;-38.5227006;Av. Centenário, 2883 - Chame-Chame, Salvador - BA, 40150-370, Brazil;ROOFTOP
1113429;-22.9708973;-43.1869354;Av. Nossa Sra. de Copacabana, 690 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1113917;-22.3786286;-41.77509329999999;R. Dr. Bueno, 148 - 148 - Centro, Macaé - RJ, 27913-190, Brazil;ROOFTOP
1113968;-22.9637083;-43.2021555;R. Resedá, 14 - Lagoa, Rio de Janeiro - RJ, 22471-230, Brazil;ROOFTOP
1114077;-12.9990912;-38.4619503;Centro médico Pituba: - Al. Benevento, 405 - sala 1003 - Pituba, Salvador - BA, 41830-595, Brazil;ROOFTOP
1114298;-23.6302658;-46.6679736;R. Tapes, 34 - Nova Piraju, São Paulo - SP, 04631-010, Brazil;RANGE_INTERPOLATED
1114328;-22.9022755;-43.1152851;R. Miguel de Frias, 77 - Icaraí, Niterói - RJ, 24220-008, Brazil;ROOFTOP
1114662;-22.8296022;-43.0847128;Av. Washington Luiz - Gradim, São Gonçalo - RJ, 24431-366, Brazil;GEOMETRIC_CENTER
1114697;-23.5296857;-46.5513272;R. Recife, 160 - Guaiauna, São Paulo - SP, 03631-020, Brazil;ROOFTOP
1114727;-22.9191814;-43.23963759999999;R. dos Artistas, 355 - Vila Isabel, Rio de Janeiro - RJ, 20541-035, Brazil;ROOFTOP
1114751;-19.9869821;-44.0200361;R. Maria Amélia Pimenta, 51 - Teixeira Dias, Belo Horizonte - MG, 30644-340, Brazil;ROOFTOP
1114778;-22.92047;-43.2179475;R. Haddock Lobo, 356 - Tijuca, Rio de Janeiro - RJ, 20260-142, Brazil;ROOFTOP
1114824;-23.58678;-46.82048;Estrada Velha de Sorocaba, 763 - Granja Viana - Parque Frondoso, Cotia - SP, 06709-520, Brazil;GEOMETRIC_CENTER
1114891;-23.5489324;-46.6347152;R. José Bonifácio, 24 - 24 - Sé, São Paulo - SP, 01003-000, Brazil;ROOFTOP
1114999;-23.6432927;-46.5597532;R. Boa Vista, 631 - Boa Vista, São Caetano do Sul - SP, 09572-300, Brazil;GEOMETRIC_CENTER
1115022;-22.9735831;-43.18837300000001;Av. Nossa Sra. de Copacabana, 807 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
1115197;-22.92047;-43.2179475;R. Haddock Lobo, 356 - Tijuca, Rio de Janeiro - RJ, 20260-142, Brazil;ROOFTOP
1115405;-22.9840622;-43.2071449;R. Visc. de Pirajá, 414 - Ipanema, Rio de Janeiro - RJ, 22061-010, Brazil;ROOFTOP
1115413;-23.6030459;-46.6853533;R. Capanema, 206 - Brooklin, São Paulo - SP, 04558-050, Brazil;ROOFTOP
1115464;-12.9791085;-38.4608426;Mundo Plaza Empresarial - Av. Tancredo Neves, 620 - salas 2019 e 2020 - Caminho das Árvores, Salvador - BA, 40820-020, Brazil;ROOFTOP
1115529;-12.9790059;-38.4608571;Av. Tancredo Neves, 620 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil;ROOFTOP
1115782;-22.9034864;-43.1148142;R. Ator Paulo Gustavo, 26 - Suite 920 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
1115820;-7.222313899999999;-35.8803843;R. Dep. Álvaro Gaudêncio, 281 - Centro, Campina Grande - PB, 58400-243, Brazil;ROOFTOP
1115863;-22.9779012;-43.1911196;R. Miguel Lemos, 51 - Copacabana, Rio de Janeiro - RJ, 22071-000, Brazil;ROOFTOP
1115898;-23.6556746;-46.6911725;R. Sócrates, 161 - Vila Sofia, São Paulo - SP, 04671-070, Brazil;ROOFTOP
1115928;-23.9769732;-46.2983585;R. Caramuru, 50 - Estuário, Santos - SP, 11025-280, Brazil;ROOFTOP
1115952;-22.8993575;-43.2279473;R. São Luiz Gonzaga, 568 - Benfica, Rio de Janeiro - RJ, 20910-060, Brazil;ROOFTOP
1116061;-22.9840622;-43.2071449;R. Visc. de Pirajá, 414 - Ipanema, Rio de Janeiro - RJ, 22061-010, Brazil;ROOFTOP
1116088;-23.63455;-46.6931018;Av. Adolfo Pinheiro, 2338 - Santo Amaro, São Paulo - SP, 04734-004, Brazil;ROOFTOP
1116134;-22.9506686;-43.1817689;R. Voluntários da Pátria, 01 - Botafogo, Rio de Janeiro - RJ, 22270-001, Brazil;ROOFTOP
1116746;-22.9356281;-43.3329759;Estr. do Bananal, 127 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-011, Brazil;GEOMETRIC_CENTER
1116916;-22.9029812;-43.1155362;R. Miguel de Frias, 51 - Icaraí, Niterói - RJ, 24220-008, Brazil;ROOFTOP
1116959;-12.9919686;-38.4500425;Av. Prof. Magalhães Neto - Pituba, Salvador - BA, 40301-155, Brazil;GEOMETRIC_CENTER
1116967;-12.9919686;-38.4500425;Av. Prof. Magalhães Neto - Pituba, Salvador - BA, 40301-155, Brazil;GEOMETRIC_CENTER
1117017;-22.8961725;-43.1240055;Rua Quinze de Novembro, 4 - 4 - Centro, Niterói - RJ, 24020-125, Brazil;ROOFTOP
1117084;-22.9792053;-43.1910832;Av. Nossa Sra. de Copacabana, 897 - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;ROOFTOP
1117157;-23.5813858;-46.6708492;Av. São Gabriel, 201 - Itaim Bibi, São Paulo - SP, 01435-001, Brazil;ROOFTOP
1117343;-23.5822781;-46.736206;R. Poetisa Colombina, 145 - Jardim Bonfiglioli, São Paulo - SP, 05593-010, Brazil;ROOFTOP
1117505;-22.9097006;-43.1771189;R. Evaristo da Veiga, 16 - SALA 1301 - Centro, Rio de Janeiro - RJ, 20031-040, Brazil;ROOFTOP
