CNES;Motivo_Erro
5900956;Caiu em cidade errada. Esperado: IBGE 150250
5902177;Caiu em cidade errada. Esperado: IBGE 320130
5903653;Caiu em cidade errada. Esperado: IBGE 420830
5904536;Fora do Brasil ou no mar
5904552;Fora do Brasil ou no mar
5904579;Fora do Brasil ou no mar
5904587;Fora do Brasil ou no mar
5904617;Fora do Brasil ou no mar
5904668;Fora do Brasil ou no mar
5904684;Fora do Brasil ou no mar
5904714;Fora do Brasil ou no mar
5904803;Fora do Brasil ou no mar
5904838;Fora do Brasil ou no mar
5905168;Caiu em cidade errada. Esperado: IBGE 330200
5905664;Caiu em cidade errada. Esperado: IBGE 521770
5905761;Caiu em cidade errada. Esperado: IBGE 353390
5905788;Caiu em cidade errada. Esperado: IBGE 353390
5905834;Fora do Brasil ou no mar
5906741;Fora do Brasil ou no mar
5906768;Fora do Brasil ou no mar
5907136;Caiu em cidade errada. Esperado: IBGE 291820
5907187;Caiu em cidade errada. Esperado: IBGE 291750
5907632;Fora do Brasil ou no mar
5907942;Fora do Brasil ou no mar
5908299;Fora do Brasil ou no mar
5908442;Fora do Brasil ou no mar
5908477;Fora do Brasil ou no mar
5908523;Fora do Brasil ou no mar
5908531;Fora do Brasil ou no mar
5908736;Fora do Brasil ou no mar
5908922;Caiu em cidade errada. Esperado: IBGE 260825
5909155;Fora do Brasil ou no mar
5909392;Caiu em cidade errada. Esperado: IBGE 310160
5910455;Fora do Brasil ou no mar
5910498;Fora do Brasil ou no mar
5911656;Caiu em cidade errada. Esperado: IBGE 310160
5912407;Caiu em cidade errada. Esperado: IBGE 310160
5912709;Caiu em cidade errada. Esperado: IBGE 421225
5913497;Caiu em cidade errada. Esperado: IBGE 292990
5914566;Caiu em cidade errada. Esperado: IBGE 353930
5915228;Fora do Brasil ou no mar
5915759;Caiu em cidade errada. Esperado: IBGE 211130
5915767;Caiu em cidade errada. Esperado: IBGE 210020
5916127;Caiu em cidade errada. Esperado: IBGE 420670
5916615;Caiu em cidade errada. Esperado: IBGE 280150
5917409;Caiu em cidade errada. Esperado: IBGE 211050
5917417;Caiu em cidade errada. Esperado: IBGE 211050
5918146;Caiu em cidade errada. Esperado: IBGE 420820
5918340;Fora do Brasil ou no mar
5918375;Caiu em cidade errada. Esperado: IBGE 352590
5918642;Caiu em cidade errada. Esperado: IBGE 420540
5919029;Fora do Brasil ou no mar
5919045;Caiu em cidade errada. Esperado: IBGE 431560
5919088;Caiu em cidade errada. Esperado: IBGE 330390
5919150;Caiu em cidade errada. Esperado: IBGE 431260
5919231;Caiu em cidade errada. Esperado: IBGE 431260
5920442;Fora do Brasil ou no mar
5920477;Fora do Brasil ou no mar
5920604;Caiu em cidade errada. Esperado: IBGE 352470
5920620;Caiu em cidade errada. Esperado: IBGE 350160
5921392;Fora do Brasil ou no mar
5921449;Caiu em cidade errada. Esperado: IBGE 530010
5921821;Caiu em cidade errada. Esperado: IBGE 231410
5922372;Caiu em cidade errada. Esperado: IBGE 270930
5923077;Caiu em cidade errada. Esperado: IBGE 310620
5923557;Caiu em cidade errada. Esperado: IBGE 355030
5924677;Caiu em cidade errada. Esperado: IBGE 354340
5924820;Caiu em cidade errada. Esperado: IBGE 310620
5925193;Fora do Brasil ou no mar
5925754;Caiu em cidade errada. Esperado: IBGE 311360
5925975;Caiu em cidade errada. Esperado: IBGE 330395
5928028;Caiu em cidade errada. Esperado: IBGE 431020
5928842;Fora do Brasil ou no mar
5928915;Fora do Brasil ou no mar
5929067;Fora do Brasil ou no mar
5929229;Caiu em cidade errada. Esperado: IBGE 292740
5929725;Caiu em cidade errada. Esperado: IBGE 211050
5930162;Caiu em cidade errada. Esperado: IBGE 350450
5931231;Caiu em cidade errada. Esperado: IBGE 150140
5931371;Fora do Brasil ou no mar
5931746;Fora do Brasil ou no mar
5932831;Caiu em cidade errada. Esperado: IBGE 430680
5932858;Caiu em cidade errada. Esperado: IBGE 430680
5933579;Caiu em cidade errada. Esperado: IBGE 350210
5933692;Fora do Brasil ou no mar
5933781;Fora do Brasil ou no mar
5934990;Fora do Brasil ou no mar
5935806;Fora do Brasil ou no mar
5937043;Fora do Brasil ou no mar
5937221;Caiu em cidade errada. Esperado: IBGE 352500
5937590;Fora do Brasil ou no mar
5938066;Caiu em cidade errada. Esperado: IBGE 354880
5938910;Fora do Brasil ou no mar
5938929;Fora do Brasil ou no mar
5938945;Fora do Brasil ou no mar
5938953;Caiu em cidade errada. Esperado: IBGE 211130
5938996;Fora do Brasil ou no mar
5939070;Fora do Brasil ou no mar
5939151;Fora do Brasil ou no mar
5939356;Fora do Brasil ou no mar
5939402;Caiu em cidade errada. Esperado: IBGE 240750
5939771;Fora do Brasil ou no mar
5939852;Caiu em cidade errada. Esperado: IBGE 261160
5939895;Fora do Brasil ou no mar
5939925;Caiu em cidade errada. Esperado: IBGE 270430
5940753;Fora do Brasil ou no mar
5940885;Fora do Brasil ou no mar
5941113;Fora do Brasil ou no mar
5941261;Fora do Brasil ou no mar
5941318;Fora do Brasil ou no mar
5941733;Fora do Brasil ou no mar
5942101;Caiu em cidade errada. Esperado: IBGE 261320
5942187;Fora do Brasil ou no mar
5942195;Fora do Brasil ou no mar
5942330;Caiu em cidade errada. Esperado: IBGE 330455
5942349;Caiu em cidade errada. Esperado: IBGE 330455
5942357;Fora do Brasil ou no mar
5942365;Caiu em cidade errada. Esperado: IBGE 330455
5942373;Caiu em cidade errada. Esperado: IBGE 330455
5942500;Fora do Brasil ou no mar
5943485;Caiu em cidade errada. Esperado: IBGE 432260
5943825;Caiu em cidade errada. Esperado: IBGE 220390
5944147;Caiu em cidade errada. Esperado: IBGE 320300
5944678;Fora do Brasil ou no mar
5944724;Caiu em cidade errada. Esperado: IBGE 330610
5944775;Fora do Brasil ou no mar
5945070;Caiu em cidade errada. Esperado: IBGE 350900
5945593;Caiu em cidade errada. Esperado: IBGE 320300
5945925;Fora do Brasil ou no mar
5948312;Fora do Brasil ou no mar
5948401;Caiu em cidade errada. Esperado: IBGE 354780
5948495;Caiu em cidade errada. Esperado: IBGE 355280
5949076;Fora do Brasil ou no mar
5949386;Caiu em cidade errada. Esperado: IBGE 250750
5949696;Fora do Brasil ou no mar
5949947;Fora do Brasil ou no mar
5950139;Caiu em cidade errada. Esperado: IBGE 270060
5950511;Fora do Brasil ou no mar
5951291;Caiu em cidade errada. Esperado: IBGE 240590
5951577;Fora do Brasil ou no mar
5951593;Caiu em cidade errada. Esperado: IBGE 310285
5951666;Caiu em cidade errada. Esperado: IBGE 330455
5951895;Caiu em cidade errada. Esperado: IBGE 211250
5952379;Caiu em cidade errada. Esperado: IBGE 350570
5952433;Fora do Brasil ou no mar
5952468;Fora do Brasil ou no mar
5952573;Fora do Brasil ou no mar
5953022;Fora do Brasil ou no mar
5953278;Fora do Brasil ou no mar
5953332;Fora do Brasil ou no mar
5953472;Caiu em cidade errada. Esperado: IBGE 210480
5953480;Caiu em cidade errada. Esperado: IBGE 210480
5953510;Caiu em cidade errada. Esperado: IBGE 316250
5954193;Fora do Brasil ou no mar
5954312;Caiu em cidade errada. Esperado: IBGE 350570
5954878;Caiu em cidade errada. Esperado: IBGE 312900
5955548;Caiu em cidade errada. Esperado: IBGE 292740
5955564;Caiu em cidade errada. Esperado: IBGE 530010
5955718;Caiu em cidade errada. Esperado: IBGE 510340
5955963;Caiu em cidade errada. Esperado: IBGE 293220
5956293;Caiu em cidade errada. Esperado: IBGE 261160
5956706;Fora do Brasil ou no mar
5956803;Fora do Brasil ou no mar
5956870;Caiu em cidade errada. Esperado: IBGE 350850
5956919;Fora do Brasil ou no mar
5956935;Fora do Brasil ou no mar
5957346;Caiu em cidade errada. Esperado: IBGE 355280
5958202;Caiu em cidade errada. Esperado: IBGE 355030
5958326;Caiu em cidade errada. Esperado: IBGE 355280
5958385;Caiu em cidade errada. Esperado: IBGE 355280
5958474;Caiu em cidade errada. Esperado: IBGE 291710
5958555;Fora do Brasil ou no mar
5958687;Fora do Brasil ou no mar
5958768;Caiu em cidade errada. Esperado: IBGE 313050
5958849;Caiu em cidade errada. Esperado: IBGE 410302
5959306;Caiu em cidade errada. Esperado: IBGE 355280
5959322;Caiu em cidade errada. Esperado: IBGE 330455
5959349;Fora do Brasil ou no mar
5959446;Fora do Brasil ou no mar
5959489;Caiu em cidade errada. Esperado: IBGE 355280
5959497;Caiu em cidade errada. Esperado: IBGE 330455
5959527;Caiu em cidade errada. Esperado: IBGE 314760
5959713;Caiu em cidade errada. Esperado: IBGE 110015
5959799;Fora do Brasil ou no mar
5959802;Fora do Brasil ou no mar
5959918;Caiu em cidade errada. Esperado: IBGE 353390
5959926;Caiu em cidade errada. Esperado: IBGE 330455
5960258;Caiu em cidade errada. Esperado: IBGE 313700
5960282;Caiu em cidade errada. Esperado: IBGE 315670
5960509;Caiu em cidade errada. Esperado: IBGE 420060
5960886;Fora do Brasil ou no mar
5960924;Caiu em cidade errada. Esperado: IBGE 260700
5961920;Fora do Brasil ou no mar
5962757;Caiu em cidade errada. Esperado: IBGE 354990
5962935;Fora do Brasil ou no mar
5963052;Caiu em cidade errada. Esperado: IBGE 240810
5963079;Caiu em cidade errada. Esperado: IBGE 240810
5963397;Caiu em cidade errada. Esperado: IBGE 160080
5963893;Caiu em cidade errada. Esperado: IBGE 150210
5964156;Caiu em cidade errada. Esperado: IBGE 432330
5964164;Caiu em cidade errada. Esperado: IBGE 432330
5964512;Caiu em cidade errada. Esperado: IBGE 230523
5964792;Fora do Brasil ou no mar
5964865;Fora do Brasil ou no mar
5964989;Caiu em cidade errada. Esperado: IBGE 150304
5966345;Caiu em cidade errada. Esperado: IBGE 520860
5966612;Caiu em cidade errada. Esperado: IBGE 421930
5966728;Fora do Brasil ou no mar
5966779;Caiu em cidade errada. Esperado: IBGE 292870
5966795;Caiu em cidade errada. Esperado: IBGE 432330
5967279;Caiu em cidade errada. Esperado: IBGE 150420
5967740;Caiu em cidade errada. Esperado: IBGE 355030
5967961;Fora do Brasil ou no mar
5968607;Caiu em cidade errada. Esperado: IBGE 355220
5969123;Caiu em cidade errada. Esperado: IBGE 354210
5969298;Caiu em cidade errada. Esperado: IBGE 150240
5969646;Caiu em cidade errada. Esperado: IBGE 314467
5971152;Caiu em cidade errada. Esperado: IBGE 355620
5971284;Caiu em cidade errada. Esperado: IBGE 510340
5971462;Caiu em cidade errada. Esperado: IBGE 280550
5971934;Caiu em cidade errada. Esperado: IBGE 250750
5972388;Caiu em cidade errada. Esperado: IBGE 250750
5972469;Caiu em cidade errada. Esperado: IBGE 240810
5972779;Caiu em cidade errada. Esperado: IBGE 230428
5972841;Caiu em cidade errada. Esperado: IBGE 355030
5972914;Caiu em cidade errada. Esperado: IBGE 355030
5973155;Caiu em cidade errada. Esperado: IBGE 291390
5973201;Caiu em cidade errada. Esperado: IBGE 291390
5973619;Caiu em cidade errada. Esperado: IBGE 421360
5973716;Caiu em cidade errada. Esperado: IBGE 420670
5973813;Fora do Brasil ou no mar
5973864;Caiu em cidade errada. Esperado: IBGE 521770
5974119;Fora do Brasil ou no mar
5975719;Caiu em cidade errada. Esperado: IBGE 313240
5975735;Fora do Brasil ou no mar
5975913;Caiu em cidade errada. Esperado: IBGE 510180
5976251;Fora do Brasil ou no mar
5976286;Fora do Brasil ou no mar
5978610;Caiu em cidade errada. Esperado: IBGE 421360
5978831;Caiu em cidade errada. Esperado: IBGE 150140
5979722;Caiu em cidade errada. Esperado: IBGE 310830
5980291;Caiu em cidade errada. Esperado: IBGE 313120
5980305;Caiu em cidade errada. Esperado: IBGE 430700
5981050;Caiu em cidade errada. Esperado: IBGE 320280
5981328;Caiu em cidade errada. Esperado: IBGE 521850
5981794;Caiu em cidade errada. Esperado: IBGE 354880
5982529;Caiu em cidade errada. Esperado: IBGE 421170
5983096;Caiu em cidade errada. Esperado: IBGE 313240
5983193;Caiu em cidade errada. Esperado: IBGE 315780
5983630;Caiu em cidade errada. Esperado: IBGE 260345
5983819;Caiu em cidade errada. Esperado: IBGE 314480
5984300;Caiu em cidade errada. Esperado: IBGE 330270
5984920;Caiu em cidade errada. Esperado: IBGE 352440
5985021;Fora do Brasil ou no mar
5985196;Caiu em cidade errada. Esperado: IBGE 291480
5985781;Caiu em cidade errada. Esperado: IBGE 421360
5986230;Fora do Brasil ou no mar
5986249;Fora do Brasil ou no mar
5987415;Fora do Brasil ou no mar
5987423;Caiu em cidade errada. Esperado: IBGE 150810
5988160;Caiu em cidade errada. Esperado: IBGE 355030
5988365;Caiu em cidade errada. Esperado: IBGE 330600
5988381;Caiu em cidade errada. Esperado: IBGE 250750
5988462;Caiu em cidade errada. Esperado: IBGE 230030
5990513;Caiu em cidade errada. Esperado: IBGE 355030
5991315;Caiu em cidade errada. Esperado: IBGE 310620
5991374;Fora do Brasil ou no mar
5991609;Caiu em cidade errada. Esperado: IBGE 293160
5991668;Caiu em cidade errada. Esperado: IBGE 211120
5992133;Caiu em cidade errada. Esperado: IBGE 420200
5992842;Caiu em cidade errada. Esperado: IBGE 355030
5992877;Fora do Brasil ou no mar
5992990;Caiu em cidade errada. Esperado: IBGE 352470
5993261;Caiu em cidade errada. Esperado: IBGE 280550
5994268;Caiu em cidade errada. Esperado: IBGE 292740
5994403;Caiu em cidade errada. Esperado: IBGE 310160
5994438;Fora do Brasil ou no mar
5994993;Caiu em cidade errada. Esperado: IBGE 292150
5995388;Caiu em cidade errada. Esperado: IBGE 317070
5996031;Caiu em cidade errada. Esperado: IBGE 261500
5996589;Caiu em cidade errada. Esperado: IBGE 421360
5997151;Caiu em cidade errada. Esperado: IBGE 430680
5997879;Caiu em cidade errada. Esperado: IBGE 421360
5998514;Caiu em cidade errada. Esperado: IBGE 354880
5998735;Caiu em cidade errada. Esperado: IBGE 260960
5999278;Fora do Brasil ou no mar
5999448;Caiu em cidade errada. Esperado: IBGE 521975
5999774;Fora do Brasil ou no mar
6003281;Caiu em cidade errada. Esperado: IBGE 291750
6003575;Caiu em cidade errada. Esperado: IBGE 510340
6004032;Caiu em cidade errada. Esperado: IBGE 261160
6004644;Fora do Brasil ou no mar
6004857;Caiu em cidade errada. Esperado: IBGE 510180
6004954;Fora do Brasil ou no mar
6005055;Caiu em cidade errada. Esperado: IBGE 421360
6005195;Caiu em cidade errada. Esperado: IBGE 500330
6006183;Caiu em cidade errada. Esperado: IBGE 330455
6006329;Fora do Brasil ou no mar
6006833;Caiu em cidade errada. Esperado: IBGE 354880
6007236;Caiu em cidade errada. Esperado: IBGE 291360
6007686;Caiu em cidade errada. Esperado: IBGE 411370
6007929;Caiu em cidade errada. Esperado: IBGE 520140
6008763;Caiu em cidade errada. Esperado: IBGE 420420
6009131;Caiu em cidade errada. Esperado: IBGE 314980
6009344;Caiu em cidade errada. Esperado: IBGE 420425
6009514;Caiu em cidade errada. Esperado: IBGE 520140
6010407;Caiu em cidade errada. Esperado: IBGE 313753
6011578;Caiu em cidade errada. Esperado: IBGE 230730
6011926;Caiu em cidade errada. Esperado: IBGE 430230
6012000;Caiu em cidade errada. Esperado: IBGE 520870
6013538;Caiu em cidade errada. Esperado: IBGE 350450
6013597;Caiu em cidade errada. Esperado: IBGE 421870
6013856;Caiu em cidade errada. Esperado: IBGE 352470
6014038;Caiu em cidade errada. Esperado: IBGE 240810
6015794;Caiu em cidade errada. Esperado: IBGE 291390
6016227;Caiu em cidade errada. Esperado: IBGE 291640
6016545;Caiu em cidade errada. Esperado: IBGE 352530
6018629;Caiu em cidade errada. Esperado: IBGE 150140
6019323;Caiu em cidade errada. Esperado: IBGE 150550
6020712;Fora do Brasil ou no mar
6021832;Caiu em cidade errada. Esperado: IBGE 431020
6022782;Caiu em cidade errada. Esperado: IBGE 520140
6023444;Fora do Brasil ou no mar
6023649;Fora do Brasil ou no mar
6024068;Caiu em cidade errada. Esperado: IBGE 350280
6024386;Caiu em cidade errada. Esperado: IBGE 420420
6024688;Caiu em cidade errada. Esperado: IBGE 355280
6026672;Caiu em cidade errada. Esperado: IBGE 330540
6027865;Caiu em cidade errada. Esperado: IBGE 330340
6028616;Caiu em cidade errada. Esperado: IBGE 520140
6030718;Fora do Brasil ou no mar
6031153;Caiu em cidade errada. Esperado: IBGE 352100
6031528;Fora do Brasil ou no mar
6031927;Caiu em cidade errada. Esperado: IBGE 412230
6032141;Caiu em cidade errada. Esperado: IBGE 350950
6032621;Caiu em cidade errada. Esperado: IBGE 521975
6032826;Fora do Brasil ou no mar
6032834;Fora do Brasil ou no mar
6034063;Caiu em cidade errada. Esperado: IBGE 355030
6034438;Caiu em cidade errada. Esperado: IBGE 521860
6034527;Caiu em cidade errada. Esperado: IBGE 432260
6034969;Caiu em cidade errada. Esperado: IBGE 310160
6036147;Caiu em cidade errada. Esperado: IBGE 355280
6036945;Caiu em cidade errada. Esperado: IBGE 330320
6037348;Caiu em cidade errada. Esperado: IBGE 351880
6038492;Caiu em cidade errada. Esperado: IBGE 420890
6039561;Caiu em cidade errada. Esperado: IBGE 230428
6039936;Caiu em cidade errada. Esperado: IBGE 355030
6040039;Fora do Brasil ou no mar
6040314;Caiu em cidade errada. Esperado: IBGE 352590
6040330;Caiu em cidade errada. Esperado: IBGE 313240
6040799;Caiu em cidade errada. Esperado: IBGE 411080
6041485;Caiu em cidade errada. Esperado: IBGE 354880
6041671;Caiu em cidade errada. Esperado: IBGE 350750
6042368;Caiu em cidade errada. Esperado: IBGE 355030
6042449;Caiu em cidade errada. Esperado: IBGE 292870
6042929;Caiu em cidade errada. Esperado: IBGE 353410
6042945;Caiu em cidade errada. Esperado: IBGE 353410
6042961;Caiu em cidade errada. Esperado: IBGE 353410
6043313;Caiu em cidade errada. Esperado: IBGE 350950
6043461;Caiu em cidade errada. Esperado: IBGE 500630
6044034;Fora do Brasil ou no mar
6044301;Caiu em cidade errada. Esperado: IBGE 420240
6044581;Fora do Brasil ou no mar
6044654;Caiu em cidade errada. Esperado: IBGE 311490
6044697;Caiu em cidade errada. Esperado: IBGE 330455
6044840;Caiu em cidade errada. Esperado: IBGE 355030
6045081;Caiu em cidade errada. Esperado: IBGE 330330
6045901;Fora do Brasil ou no mar
6047017;Caiu em cidade errada. Esperado: IBGE 410840
6047335;Fora do Brasil ou no mar
6048196;Caiu em cidade errada. Esperado: IBGE 520870
6048617;Caiu em cidade errada. Esperado: IBGE 530020
6049532;Fora do Brasil ou no mar
6049753;Caiu em cidade errada. Esperado: IBGE 355030
6049990;Caiu em cidade errada. Esperado: IBGE 330455
6050220;Caiu em cidade errada. Esperado: IBGE 240810
6050700;Fora do Brasil ou no mar
6050735;Caiu em cidade errada. Esperado: IBGE 520540
6051340;Caiu em cidade errada. Esperado: IBGE 313460
6051499;Fora do Brasil ou no mar
6053394;Fora do Brasil ou no mar
6053408;Caiu em cidade errada. Esperado: IBGE 421360
6053785;Caiu em cidade errada. Esperado: IBGE 355280
6054188;Caiu em cidade errada. Esperado: IBGE 355030
6054404;Caiu em cidade errada. Esperado: IBGE 432090
6054811;Caiu em cidade errada. Esperado: IBGE 355030
6055109;Caiu em cidade errada. Esperado: IBGE 240810
6056091;Caiu em cidade errada. Esperado: IBGE 420820
6056601;Caiu em cidade errada. Esperado: IBGE 317070
6057209;Fora do Brasil ou no mar
6057764;Fora do Brasil ou no mar
6057772;Fora do Brasil ou no mar
6057845;Caiu em cidade errada. Esperado: IBGE 421360
6058205;Caiu em cidade errada. Esperado: IBGE 520870
6058329;Caiu em cidade errada. Esperado: IBGE 211300
6058604;Caiu em cidade errada. Esperado: IBGE 240810
6058671;Caiu em cidade errada. Esperado: IBGE 150140
6059082;Caiu em cidade errada. Esperado: IBGE 354880
6059090;Caiu em cidade errada. Esperado: IBGE 354880
6059457;Caiu em cidade errada. Esperado: IBGE 310160
6059880;Caiu em cidade errada. Esperado: IBGE 352940
6061265;Fora do Brasil ou no mar
6061311;Caiu em cidade errada. Esperado: IBGE 350160
